Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,222,El Salvador,2014,Both sexes,15 years old and over,-,-,36.72,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,222,El Salvador,2017,Female,15 years old and over,-,-,24.38,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,222,El Salvador,2017,Male,15 years old and over,-,-,37.58,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,222,El Salvador,2017,Both sexes,15 years old and over,-,-,30.35,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,320,Guatemala,2011,Female,15 years old and over,-,-,15.59,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,320,Guatemala,2011,Male,15 years old and over,-,-,29.89,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,320,Guatemala,2011,Both sexes,15 years old and over,-,-,22.32,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,320,Guatemala,2014,Female,15 years old and over,-,-,34.69,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,320,Guatemala,2014,Male,15 years old and over,-,-,48.76,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,320,Guatemala,2014,Both sexes,15 years old and over,-,-,41.35,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,320,Guatemala,2017,Female,15 years old and over,-,-,42.09,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,320,Guatemala,2017,Male,15 years old and over,-,-,46.36,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,320,Guatemala,2017,Both sexes,15 years old and over,-,-,44.11,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,332,Haiti,2011,Female,15 years old and over,-,-,21.07,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,332,Haiti,2011,Male,15 years old and over,-,-,22.96,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,332,Haiti,2011,Both sexes,15 years old and over,-,-,22.01,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,332,Haiti,2014,Female,15 years old and over,-,-,16.12,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,332,Haiti,2014,Male,15 years old and over,-,-,21.68,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,332,Haiti,2014,Both sexes,15 years old and over,-,-,18.86,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,332,Haiti,2017,Male,15 years old and over,-,-,35.35,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,332,Haiti,2017,Both sexes,15 years old and over,-,-,32.62,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,340,Honduras,2011,Female,15 years old and over,-,-,14.92,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,340,Honduras,2011,Male,15 years old and over,-,-,26.27,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,340,Honduras,2011,Both sexes,15 years old and over,-,-,20.51,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,340,Honduras,2014,Female,15 years old and over,-,-,27.03,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,340,Honduras,2014,Male,15 years old and over,-,-,36.09,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,340,Honduras,2014,Both sexes,15 years old and over,-,-,31.49,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,340,Honduras,2017,Female,15 years old and over,-,-,40.95,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,340,Honduras,2017,Male,15 years old and over,-,-,50.24,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,340,Honduras,2017,Both sexes,15 years old and over,-,-,45.34,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,388,Jamaica,2011,Female,15 years old and over,-,-,67.12,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,388,Jamaica,2011,Male,15 years old and over,-,-,75.07,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,388,Jamaica,2011,Both sexes,15 years old and over,-,-,70.99,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,388,Jamaica,2014,Female,15 years old and over,-,-,77.76,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,388,Jamaica,2014,Male,15 years old and over,-,-,79.2,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,388,Jamaica,2014,Both sexes,15 years old and over,-,-,78.46,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,484,Mexico,2011,Female,15 years old and over,-,-,21.97,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,484,Mexico,2011,Male,15 years old and over,-,-,33.19,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
